FrameTime (s),SystemTime (UTC),GpsTimeOfWeek (s),PositionX (m),PositionY (m),PositionZ (m)
6049.249,2022-08-08 19:44:31,157473,-1520429.4,-5083363.53,3530361.18
6050.227,2022-08-08 19:44:32,157474,-1520429.4,-5083363.5,3530361.18
6051.224,2022-08-08 19:44:33,157475,-1520429.44,-5083363.45,3530361.19
6052.232,2022-08-08 19:44:34,157476,-1520429.48,-5083363.36,3530361.2
6053.247,2022-08-08 19:44:35,157477,-1520429.5,-5083363.24,3530361.19
6054.247,2022-08-08 19:44:36,157478,-1520429.51,-5083363.13,3530361.16
6055.223,2022-08-08 19:44:37,157479,-1520429.5,-5083363.01,3530361.1
6056.221,2022-08-08 19:44:38,157480,-1520429.48,-5083362.89,3530361.05
6057.225,2022-08-08 19:44:39,157481,-1520429.47,-5083362.78,3530360.98
6058.232,2022-08-08 19:44:40,157482,-1520429.46,-5083362.72,3530360.93
6059.246,2022-08-08 19:44:41,157483,-1520429.47,-5083362.61,3530360.88
6060.231,2022-08-08 19:44:42,157484,-1520429.46,-5083362.55,3530360.83
6061.223,2022-08-08 19:44:43,157485,-1520429.44,-5083362.51,3530360.79
6062.221,2022-08-08 19:44:44,157486,-1520429.44,-5083362.43,3530360.73
6063.246,2022-08-08 19:44:45,157487,-1520429.48,-5083362.38,3530360.68
6064.247,2022-08-08 19:44:46,157488,-1520429.51,-5083362.28,3530360.58
6065.225,2022-08-08 19:44:47,157489,-1520429.55,-5083362.15,3530360.51
6066.22,2022-08-08 19:44:48,157490,-1520429.59,-5083362.08,3530360.44
6067.22,2022-08-08 19:44:49,157491,-1520429.6,-5083362.01,3530360.38
6068.227,2022-08-08 19:44:50,157492,-1520429.63,-5083361.94,3530360.36
6069.246,2022-08-08 19:44:51,157493,-1520429.66,-5083361.89,3530360.33
6070.225,2022-08-08 19:44:52,157494,-1520429.72,-5083361.86,3530360.33
6071.221,2022-08-08 19:44:53,157495,-1520429.78,-5083361.82,3530360.31
6072.251,2022-08-08 19:44:54,157496,-1520429.83,-5083361.78,3530360.32
6073.219,2022-08-08 19:44:55,157497,-1520429.89,-5083361.8,3530360.35
6074.249,2022-08-08 19:44:56,157498,-1520429.93,-5083361.8,3530360.38
6075.248,2022-08-08 19:44:57,157499,-1520429.99,-5083361.78,3530360.43
6076.226,2022-08-08 19:44:58,157500,-1520430.05,-5083361.82,3530360.44
6077.219,2022-08-08 19:44:59,157501,-1520430.1,-5083361.81,3530360.48
6078.249,2022-08-08 19:45:00,157502,-1520430.17,-5083361.83,3530360.55
6079.249,2022-08-08 19:45:01,157503.001,-1520430.17,-5083361.81,3530360.57
6080.247,2022-08-08 19:45:02,157504,-1520430.15,-5083361.77,3530360.53
6081.246,2022-08-08 19:45:03,157505,-1520430.17,-5083361.69,3530360.48
6082.223,2022-08-08 19:45:04,157506,-1520430.15,-5083361.56,3530360.41
6083.25,2022-08-08 19:45:05,157507,-1520430.15,-5083361.41,3530360.39
6084.217,2022-08-08 19:45:06,157508,-1520430.17,-5083361.31,3530360.36
6085.224,2022-08-08 19:45:07,157509,-1520430.17,-5083361.17,3530360.31
6086.223,2022-08-08 19:45:08,157510,-1520430.19,-5083361.1,3530360.3
6087.249,2022-08-08 19:45:09,157511,-1520430.26,-5083360.99,3530360.31
6088.249,2022-08-08 19:45:10,157512,-1520430.29,-5083360.88,3530360.29
6089.247,2022-08-08 19:45:11,157513,-1520430.31,-5083360.77,3530360.28
6090.247,2022-08-08 19:45:12,157514,-1520430.35,-5083360.7,3530360.3
6091.247,2022-08-08 19:45:13,157515,-1520430.39,-5083360.61,3530360.29
6092.225,2022-08-08 19:45:14,157516,-1520430.39,-5083360.53,3530360.26
6093.248,2022-08-08 19:45:15,157517,-1520430.42,-5083360.47,3530360.25
6094.225,2022-08-08 19:45:16,157518,-1520430.45,-5083360.47,3530360.34
6095.219,2022-08-08 19:45:17,157519,-1520430.45,-5083360.46,3530360.45
6096.248,2022-08-08 19:45:18,157520,-1520430.44,-5083360.43,3530360.55
6097.25,2022-08-08 19:45:19,157521,-1520430.45,-5083360.47,3530360.69
6098.224,2022-08-08 19:45:20,157522,-1520430.47,-5083360.39,3530360.69
6099.263,2022-08-08 19:45:21,157523,-1520430.48,-5083360.34,3530360.72
6100.249,2022-08-08 19:45:22,157524,-1520430.47,-5083360.3,3530360.78
6101.226,2022-08-08 19:45:23,157525,-1520430.45,-5083360.29,3530360.82
6102.224,2022-08-08 19:45:24,157526,-1520430.41,-5083360.34,3530360.89
6103.219,2022-08-08 19:45:25,157527,-1520430.44,-5083360.29,3530360.86
6104.247,2022-08-08 19:45:26,157528,-1520430.44,-5083360.26,3530360.88
6105.245,2022-08-08 19:45:27,157529,-1520430.42,-5083360.29,3530360.9
6106.249,2022-08-08 19:45:28,157530,-1520430.41,-5083360.28,3530360.86
6107.248,2022-08-08 19:45:29,157531,-1520430.38,-5083360.21,3530360.77
6108.249,2022-08-08 19:45:30,157532,-1520430.37,-5083360.12,3530360.74
6109.25,2022-08-08 19:45:31,157533,-1520430.37,-5083360.02,3530360.68
6110.229,2022-08-08 19:45:32,157534,-1520430.36,-5083359.98,3530360.71
6111.246,2022-08-08 19:45:33,157535,-1520430.31,-5083359.86,3530360.63
6112.247,2022-08-08 19:45:34,157536,-1520430.25,-5083359.78,3530360.61
6113.25,2022-08-08 19:45:35,157537,-1520430.23,-5083359.63,3530360.55
6114.231,2022-08-08 19:45:36,157538,-1520430.2,-5083359.62,3530360.58
6115.222,2022-08-08 19:45:37,157539,-1520430.19,-5083359.58,3530360.53
6116.229,2022-08-08 19:45:38,157540,-1520430.14,-5083359.6,3530360.55
6117.246,2022-08-08 19:45:39,157541,-1520430.14,-5083359.61,3530360.49
6118.252,2022-08-08 19:45:40,157542,-1520430.1,-5083359.67,3530360.5
6119.249,2022-08-08 19:45:41,157543,-1520430.09,-5083359.64,3530360.42
6120.247,2022-08-08 19:45:42,157544,-1520430.05,-5083359.6,3530360.39
6121.251,2022-08-08 19:45:43,157545,-1520430.01,-5083359.52,3530360.32
6122.249,2022-08-08 19:45:44,157546,-1520429.97,-5083359.52,3530360.33
6123.245,2022-08-08 19:45:45,157547,-1520429.96,-5083359.45,3530360.27
6124.226,2022-08-08 19:45:46,157548,-1520429.93,-5083359.49,3530360.31
6125.223,2022-08-08 19:45:47,157549,-1520429.95,-5083359.5,3530360.36
6126.25,2022-08-08 19:45:48,157550,-1520429.97,-5083359.44,3530360.34
6127.23,2022-08-08 19:45:49,157551,-1520429.97,-5083359.44,3530360.39
6128.246,2022-08-08 19:45:50,157552,-1520429.98,-5083359.44,3530360.35
6129.248,2022-08-08 19:45:51,157553,-1520429.97,-5083359.5,3530360.38
6130.247,2022-08-08 19:45:52,157554,-1520429.97,-5083359.5,3530360.35
6131.225,2022-08-08 19:45:53,157555,-1520429.94,-5083359.51,3530360.37
6132.226,2022-08-08 19:45:54,157556,-1520429.95,-5083359.5,3530360.31
6133.246,2022-08-08 19:45:55,157557,-1520429.97,-5083359.42,3530360.26
6134.248,2022-08-08 19:45:56,157558,-1520430.01,-5083359.37,3530360.2
6135.25,2022-08-08 19:45:57,157559,-1520430.02,-5083359.37,3530360.14
6136.222,2022-08-08 19:45:58,157560,-1520430.05,-5083359.3,3530360.1
6137.247,2022-08-08 19:45:59,157561,-1520430.06,-5083359.26,3530360.06
6138.218,2022-08-08 19:46:00,157562,-1520430.04,-5083359.2,3530359.97
6139.243,2022-08-08 19:46:01,157563,-1520430.03,-5083359.11,3530359.91
6140.225,2022-08-08 19:46:02,157564,-1520430.06,-5083359.05,3530359.86
6141.26,2022-08-08 19:46:03,157565,-1520430.08,-5083359.03,3530359.83
6142.248,2022-08-08 19:46:04,157566,-1520430.06,-5083358.95,3530359.78
6143.246,2022-08-08 19:46:05,157567,-1520430.1,-5083358.9,3530359.79
6144.221,2022-08-08 19:46:06,157568,-1520430.11,-5083358.85,3530359.77
6145.229,2022-08-08 19:46:07,157569,-1520430.12,-5083358.82,3530359.76
6146.247,2022-08-08 19:46:08,157570,-1520430.13,-5083358.8,3530359.79
6147.219,2022-08-08 19:46:09,157571,-1520430.15,-5083358.79,3530359.81
6148.226,2022-08-08 19:46:10,157572,-1520430.17,-5083358.74,3530359.79
6149.249,2022-08-08 19:46:11,157573,-1520430.16,-5083358.66,3530359.79
6150.223,2022-08-08 19:46:12,157574,-1520430.19,-5083358.6,3530359.79
6151.247,2022-08-08 19:46:13,157575,-1520430.2,-5083358.62,3530359.75
6152.231,2022-08-08 19:46:14,157576,-1520430.23,-5083358.7,3530359.76
6153.248,2022-08-08 19:46:15,157577,-1520430.26,-5083358.73,3530359.77
6154.247,2022-08-08 19:46:16,157578,-1520430.29,-5083358.77,3530359.79
6155.222,2022-08-08 19:46:17,157579,-1520430.35,-5083358.79,3530359.84
6156.247,2022-08-08 19:46:18,157580,-1520430.37,-5083358.8,3530359.88
6157.225,2022-08-08 19:46:19,157581,-1520430.39,-5083358.84,3530359.9
6158.228,2022-08-08 19:46:20,157582,-1520430.42,-5083358.89,3530359.92
6159.246,2022-08-08 19:46:21,157583,-1520430.45,-5083359.03,3530359.93
6160.222,2022-08-08 19:46:22,157584,-1520430.48,-5083359.11,3530359.98
6161.248,2022-08-08 19:46:23,157585,-1520430.54,-5083359.16,3530360.01
6162.225,2022-08-08 19:46:24,157586,-1520430.61,-5083359.19,3530360.05
6163.225,2022-08-08 19:46:25,157587,-1520430.7,-5083359.16,3530360.08
6164.233,2022-08-08 19:46:26,157588,-1520430.75,-5083359.25,3530360.06
6165.246,2022-08-08 19:46:27,157589,-1520430.82,-5083359.3,3530360.05
6166.232,2022-08-08 19:46:28,157590,-1520430.84,-5083359.43,3530360.01
6167.246,2022-08-08 19:46:29,157591,-1520430.89,-5083359.43,3530360.01
6168.247,2022-08-08 19:46:30,157592,-1520430.94,-5083359.48,3530360.02
6169.246,2022-08-08 19:46:31,157593,-1520430.95,-5083359.52,3530359.99
6170.246,2022-08-08 19:46:32,157594,-1520430.98,-5083359.59,3530359.96
6171.224,2022-08-08 19:46:33,157595,-1520431,-5083359.64,3530359.96
6172.225,2022-08-08 19:46:34,157596,-1520431.03,-5083359.61,3530359.94
6173.228,2022-08-08 19:46:35,157597,-1520431.08,-5083359.64,3530359.93
6174.263,2022-08-08 19:46:36,157598,-1520431.12,-5083359.64,3530359.92
6175.246,2022-08-08 19:46:37,157599,-1520431.12,-5083359.73,3530359.86
6176.228,2022-08-08 19:46:38,157600,-1520431.15,-5083359.76,3530359.85
6177.265,2022-08-08 19:46:39,157601,-1520431.2,-5083359.73,3530359.85
6178.248,2022-08-08 19:46:40,157602,-1520431.22,-5083359.77,3530359.87
6179.225,2022-08-08 19:46:41,157603,-1520431.23,-5083359.81,3530359.85
6180.229,2022-08-08 19:46:42,157604,-1520431.23,-5083359.84,3530359.81
6181.248,2022-08-08 19:46:43,157605,-1520431.25,-5083359.83,3530359.81
6182.223,2022-08-08 19:46:44,157606,-1520431.28,-5083359.82,3530359.81
6183.248,2022-08-08 19:46:45,157607,-1520431.33,-5083359.71,3530359.84
6184.228,2022-08-08 19:46:46,157608,-1520431.36,-5083359.63,3530359.82
6185.248,2022-08-08 19:46:47,157609,-1520431.35,-5083359.53,3530359.79
6186.224,2022-08-08 19:46:48,157610,-1520431.35,-5083359.47,3530359.72
6187.246,2022-08-08 19:46:49,157611,-1520431.37,-5083359.36,3530359.72
6188.248,2022-08-08 19:46:50,157612.001,-1520431.39,-5083359.31,3530359.71
6189.246,2022-08-08 19:46:51,157613,-1520431.39,-5083359.22,3530359.67
6190.248,2022-08-08 19:46:52,157614,-1520431.42,-5083359.13,3530359.66
6191.225,2022-08-08 19:46:53,157615,-1520431.45,-5083359.03,3530359.64
6192.244,2022-08-08 19:46:54,157616,-1520431.5,-5083358.98,3530359.6
6193.243,2022-08-08 19:46:55,157617,-1520431.51,-5083358.91,3530359.59
6194.243,2022-08-08 19:46:56,157618,-1520431.51,-5083358.79,3530359.54
6195.245,2022-08-08 19:46:57,157619,-1520431.45,-5083358.65,3530359.48
6196.248,2022-08-08 19:46:58,157620,-1520431.41,-5083358.52,3530359.43
6197.265,2022-08-08 19:46:59,157621,-1520431.38,-5083358.41,3530359.37
6198.245,2022-08-08 19:47:00,157622,-1520431.33,-5083358.31,3530359.31
6199.249,2022-08-08 19:47:01,157623,-1520431.3,-5083358.29,3530359.22
6200.246,2022-08-08 19:47:02,157624,-1520431.24,-5083358.26,3530359.08
6201.225,2022-08-08 19:47:03,157625,-1520431.2,-5083358.22,3530358.98
6202.223,2022-08-08 19:47:04,157626,-1520431.14,-5083358.14,3530358.88
6203.218,2022-08-08 19:47:05,157627,-1520431.06,-5083358.08,3530358.75
6204.247,2022-08-08 19:47:06,157628,-1520431,-5083358.08,3530358.62
6205.247,2022-08-08 19:47:07,157629,-1520430.94,-5083358.17,3530358.5
6206.223,2022-08-08 19:47:08,157630,-1520430.89,-5083358.25,3530358.4
6207.221,2022-08-08 19:47:09,157631,-1520430.83,-5083358.45,3530358.27
6208.215,2022-08-08 19:47:10,157632,-1520430.78,-5083358.58,3530358.16
6209.249,2022-08-08 19:47:11,157633,-1520430.75,-5083358.71,3530358.09
6210.228,2022-08-08 19:47:12,157634,-1520430.74,-5083358.76,3530358
6211.245,2022-08-08 19:47:13,157635,-1520430.78,-5083358.76,3530357.96
6212.231,2022-08-08 19:47:14,157636,-1520430.74,-5083358.84,3530357.87
6213.247,2022-08-08 19:47:15,157637,-1520430.69,-5083358.89,3530357.81
6214.249,2022-08-08 19:47:16,157638,-1520430.68,-5083358.95,3530357.76
6215.245,2022-08-08 19:47:17,157639,-1520430.68,-5083358.96,3530357.71
6216.222,2022-08-08 19:47:18,157640,-1520430.68,-5083358.99,3530357.66
6217.229,2022-08-08 19:47:19,157641,-1520430.68,-5083359,3530357.61
6218.247,2022-08-08 19:47:20,157642,-1520430.67,-5083359.03,3530357.57
6219.26,2022-08-08 19:47:21,157643,-1520430.68,-5083359.03,3530357.52
6220.226,2022-08-08 19:47:22,157644,-1520430.65,-5083359.07,3530357.49
6221.226,2022-08-08 19:47:23,157645,-1520430.67,-5083359.12,3530357.47
6222.219,2022-08-08 19:47:24,157646,-1520430.64,-5083359.14,3530357.43
6223.225,2022-08-08 19:47:25,157647,-1520430.61,-5083359.12,3530357.4
6224.244,2022-08-08 19:47:26,157648,-1520430.63,-5083359.17,3530357.42
6225.224,2022-08-08 19:47:27,157649,-1520430.61,-5083359.2,3530357.46
6226.247,2022-08-08 19:47:28,157650,-1520430.58,-5083359.2,3530357.46
6227.247,2022-08-08 19:47:29,157651,-1520430.56,-5083359.21,3530357.43
6228.246,2022-08-08 19:47:30,157652,-1520430.51,-5083359.19,3530357.35
6229.246,2022-08-08 19:47:31,157653,-1520430.48,-5083359.2,3530357.28
6230.249,2022-08-08 19:47:32,157654,-1520430.42,-5083359.21,3530357.18
6231.243,2022-08-08 19:47:33,157655,-1520430.36,-5083359.22,3530357.13
6232.225,2022-08-08 19:47:34,157656,-1520430.36,-5083359.28,3530357.17
6233.247,2022-08-08 19:47:35,157657,-1520430.35,-5083359.28,3530357.13
6234.247,2022-08-08 19:47:36,157658,-1520430.3,-5083359.29,3530357.1
6235.222,2022-08-08 19:47:37,157659,-1520430.25,-5083359.3,3530357.06
6236.245,2022-08-08 19:47:38,157660,-1520430.22,-5083359.33,3530357.09
6237.251,2022-08-08 19:47:39,157661,-1520430.18,-5083359.32,3530357.07
6238.223,2022-08-08 19:47:40,157662,-1520430.13,-5083359.37,3530357.06
6239.224,2022-08-08 19:47:41,157663,-1520430.08,-5083359.37,3530357.06
6240.217,2022-08-08 19:47:42,157664,-1520430.02,-5083359.4,3530357.07
6241.224,2022-08-08 19:47:43,157665,-1520429.97,-5083359.44,3530357.14
6242.249,2022-08-08 19:47:44,157666,-1520429.85,-5083359.45,3530357.13
6243.217,2022-08-08 19:47:45,157667,-1520429.77,-5083359.49,3530357.16
6244.25,2022-08-08 19:47:46,157668,-1520429.69,-5083359.51,3530357.18
6245.245,2022-08-08 19:47:47,157669,-1520429.62,-5083359.56,3530357.2
6246.224,2022-08-08 19:47:48,157670,-1520429.55,-5083359.6,3530357.25
6247.219,2022-08-08 19:47:49,157671,-1520429.46,-5083359.68,3530357.29
6248.249,2022-08-08 19:47:50,157672,-1520429.37,-5083359.69,3530357.32
6249.249,2022-08-08 19:47:51,157673,-1520429.31,-5083359.75,3530357.4
6250.227,2022-08-08 19:47:52,157674,-1520429.24,-5083359.78,3530357.45
6251.226,2022-08-08 19:47:53,157675,-1520429.17,-5083359.83,3530357.51
6252.25,2022-08-08 19:47:54,157676,-1520429.17,-5083359.88,3530357.62
6253.248,2022-08-08 19:47:55,157677,-1520429.15,-5083359.91,3530357.7
6254.249,2022-08-08 19:47:56,157678,-1520429.13,-5083359.81,3530357.75
6255.232,2022-08-08 19:47:57,157679,-1520429.1,-5083359.81,3530357.8
6256.217,2022-08-08 19:47:58,157680,-1520429.07,-5083359.81,3530357.84
6257.248,2022-08-08 19:47:59,157681,-1520429.06,-5083359.75,3530357.95
6258.248,2022-08-08 19:48:00,157682,-1520429.06,-5083359.84,3530358.03
6259.247,2022-08-08 19:48:01,157683,-1520429.08,-5083359.88,3530358.08
6260.248,2022-08-08 19:48:02,157684,-1520429.08,-5083359.91,3530358.12
6261.25,2022-08-08 19:48:03,157685,-1520429.08,-5083359.94,3530358.16
6262.266,2022-08-08 19:48:04,157686,-1520429.12,-5083359.93,3530358.21
6263.247,2022-08-08 19:48:05,157687,-1520429.16,-5083359.95,3530358.27
6264.248,2022-08-08 19:48:06,157688,-1520429.2,-5083359.96,3530358.33
6265.243,2022-08-08 19:48:07,157689,-1520429.24,-5083360.01,3530358.39
6266.222,2022-08-08 19:48:08,157690,-1520429.26,-5083360.07,3530358.42
6267.247,2022-08-08 19:48:09,157691,-1520429.31,-5083360.1,3530358.45
6268.218,2022-08-08 19:48:10,157692,-1520429.35,-5083360.15,3530358.51
6269.217,2022-08-08 19:48:11,157693,-1520429.44,-5083360.13,3530358.56
6270.216,2022-08-08 19:48:12,157694,-1520429.53,-5083360.1,3530358.56
6271.223,2022-08-08 19:48:13,157695,-1520429.6,-5083360.08,3530358.6
6272.244,2022-08-08 19:48:14,157696,-1520429.67,-5083360.06,3530358.61
6273.246,2022-08-08 19:48:15,157697,-1520429.71,-5083360.07,3530358.63
6274.247,2022-08-08 19:48:16,157698,-1520429.74,-5083360.01,3530358.68
6275.217,2022-08-08 19:48:17,157699,-1520429.74,-5083359.89,3530358.76
6276.224,2022-08-08 19:48:18,157700,-1520429.74,-5083359.83,3530358.8
6277.226,2022-08-08 19:48:19,157701,-1520429.74,-5083359.87,3530358.86
6278.248,2022-08-08 19:48:20,157702,-1520429.72,-5083359.84,3530358.94
6279.245,2022-08-08 19:48:21,157703,-1520429.71,-5083359.89,3530359.01
6280.245,2022-08-08 19:48:22,157704,-1520429.71,-5083359.99,3530359.14
6281.226,2022-08-08 19:48:23,157705,-1520429.75,-5083360,3530359.21
6282.225,2022-08-08 19:48:24,157706,-1520429.83,-5083359.96,3530359.27
6283.23,2022-08-08 19:48:25,157707,-1520429.92,-5083360.24,3530359.34
6284.22,2022-08-08 19:48:26,157708,-1520430.04,-5083360.48,3530359.39
6285.247,2022-08-08 19:48:27,157709,-1520430.19,-5083360.72,3530359.46
6286.246,2022-08-08 19:48:28,157710,-1520430.34,-5083360.91,3530359.5
6287.23,2022-08-08 19:48:29,157711,-1520430.54,-5083361.1,3530359.53
6288.263,2022-08-08 19:48:30,157712,-1520430.7,-5083361.31,3530359.55
6289.217,2022-08-08 19:48:31,157713,-1520430.87,-5083361.5,3530359.61
6290.223,2022-08-08 19:48:32,157714,-1520431.05,-5083361.62,3530359.62
6291.248,2022-08-08 19:48:33,157715,-1520431.2,-5083361.75,3530359.55
6292.26,2022-08-08 19:48:34,157716,-1520431.37,-5083361.88,3530359.53
6293.243,2022-08-08 19:48:35,157717,-1520431.52,-5083362.09,3530359.5
6294.225,2022-08-08 19:48:36,157718,-1520431.69,-5083362.27,3530359.46
6295.223,2022-08-08 19:48:37,157719,-1520431.86,-5083362.45,3530359.44
6296.247,2022-08-08 19:48:38,157720,-1520432.03,-5083362.56,3530359.38
6297.243,2022-08-08 19:48:39,157721.001,-1520432.23,-5083362.63,3530359.33
6298.222,2022-08-08 19:48:40,157722,-1520432.42,-5083362.77,3530359.28
6299.244,2022-08-08 19:48:41,157723,-1520432.63,-5083362.82,3530359.26
6300.231,2022-08-08 19:48:42,157724,-1520432.81,-5083362.92,3530359.23
6301.247,2022-08-08 19:48:43,157725,-1520433,-5083363.07,3530359.23
6302.224,2022-08-08 19:48:44,157726,-1520433.19,-5083363.19,3530359.24
6303.222,2022-08-08 19:48:45,157727,-1520433.35,-5083363.3,3530359.24
6304.229,2022-08-08 19:48:46,157728,-1520433.52,-5083363.44,3530359.28
6305.246,2022-08-08 19:48:47,157729,-1520433.72,-5083363.48,3530359.35
6306.223,2022-08-08 19:48:48,157730,-1520433.9,-5083363.55,3530359.42
6307.246,2022-08-08 19:48:49,157731,-1520434.04,-5083363.59,3530359.48
6308.223,2022-08-08 19:48:50,157732,-1520434.19,-5083363.61,3530359.59
6309.247,2022-08-08 19:48:51,157733,-1520434.31,-5083363.66,3530359.68
6310.219,2022-08-08 19:48:52,157734,-1520434.4,-5083363.76,3530359.8
6311.247,2022-08-08 19:48:53,157735,-1520434.46,-5083363.86,3530359.88
6312.226,2022-08-08 19:48:54,157736,-1520434.53,-5083364,3530359.98
6313.231,2022-08-08 19:48:55,157737,-1520434.61,-5083364.05,3530360.09
6314.224,2022-08-08 19:48:56,157738,-1520434.68,-5083364.07,3530360.18
6315.228,2022-08-08 19:48:57,157739,-1520434.77,-5083364.08,3530360.28
6316.223,2022-08-08 19:48:58,157740,-1520434.8,-5083364.19,3530360.39
6317.246,2022-08-08 19:48:59,157741,-1520434.81,-5083364.27,3530360.51
6318.227,2022-08-08 19:49:00,157742,-1520434.85,-5083364.37,3530360.62
6319.245,2022-08-08 19:49:01,157743,-1520434.89,-5083364.41,3530360.72
6320.246,2022-08-08 19:49:02,157744,-1520434.95,-5083364.42,3530360.81
6321.247,2022-08-08 19:49:03,157745,-1520434.98,-5083364.52,3530360.86
6322.222,2022-08-08 19:49:04,157746,-1520435.05,-5083364.58,3530360.93
6323.245,2022-08-08 19:49:05,157747,-1520435.04,-5083364.69,3530360.96
6324.224,2022-08-08 19:49:06,157748,-1520435.08,-5083364.74,3530361.01
6325.246,2022-08-08 19:49:07,157749,-1520435.18,-5083364.83,3530361.07
6326.22,2022-08-08 19:49:08,157750,-1520435.21,-5083364.9,3530361.05
6327.246,2022-08-08 19:49:09,157751,-1520435.26,-5083365.08,3530361.11
6328.233,2022-08-08 19:49:10,157752,-1520435.28,-5083365.16,3530361.06
6329.223,2022-08-08 19:49:11,157753,-1520435.28,-5083365.29,3530361.03
6330.245,2022-08-08 19:49:12,157754,-1520435.24,-5083365.39,3530360.97
6331.227,2022-08-08 19:49:13,157755,-1520435.21,-5083365.47,3530360.94
6332.223,2022-08-08 19:49:14,157756,-1520435.25,-5083365.6,3530360.94
6333.22,2022-08-08 19:49:15,157757,-1520435.26,-5083365.71,3530360.93
6334.248,2022-08-08 19:49:16,157758,-1520435.29,-5083365.68,3530360.9
6335.219,2022-08-08 19:49:17,157759,-1520435.34,-5083365.8,3530360.9
6336.228,2022-08-08 19:49:18,157760,-1520435.28,-5083365.94,3530360.83
6337.246,2022-08-08 19:49:19,157761,-1520435.29,-5083366.06,3530360.74
